datetime,y
2/10/2010,17.79
2/11/2010,17.74
2/12/2010,17.88
2/22/2010,18.24
2/23/2010,19.22
2/24/2010,19.82
2/25/2010,19.8
2/26/2010,19.51
3/1/2010,19.75
3/2/2010,19.9
3/3/2010,20.58
3/4/2010,19.64
3/5/2010,19.8
3/8/2010,20.35
3/9/2010,20.4
3/10/2010,19.96
3/11/2010,20.91
3/12/2010,20.3
3/15/2010,20.5
3/16/2010,20.2
3/18/2010,20.7
3/19/2010,21.76
3/22/2010,21.7
3/23/2010,21.59
3/24/2010,22.31
3/25/2010,21.53
3/26/2010,21.69
3/29/2010,22.1
3/30/2010,21.88
3/31/2010,21.79
4/1/2010,22.2
4/2/2010,22.27
4/6/2010,23.09
4/7/2010,23.3
4/8/2010,24.45
4/9/2010,24.65
4/12/2010,24.59
4/13/2010,23.59
4/14/2010,23.91
4/15/2010,24.17
4/16/2010,23.72
4/19/2010,21.37
4/21/2010,23.51
4/22/2010,23.85
4/23/2010,23.86
4/26/2010,23.65
4/27/2010,23.11
4/28/2010,22.61
4/29/2010,22.2
4/30/2010,21.95
5/4/2010,22.02
5/5/2010,22.26
5/6/2010,21.93
5/7/2010,22.13
5/10/2010,20.85
5/11/2010,20.07
5/12/2010,20.35
5/13/2010,21.13
5/14/2010,11.9
5/17/2010,10.81
5/18/2010,10.86
5/19/2010,10.98
5/20/2010,11.31
5/21/2010,11.61
5/24/2010,12.18
5/25/2010,11.88
5/26/2010,12.31
5/27/2010,12.41
5/28/2010,12.2
5/31/2010,11.81
6/1/2010,11.4
6/2/2010,11.42
6/3/2010,11.17
6/4/2010,11.29
6/7/2010,10.86
6/8/2010,11.33
6/9/2010,11.68
6/10/2010,11.53
6/11/2010,11.52
6/17/2010,11.15
6/18/2010,10.55
6/21/2010,10.79
6/22/2010,10.9
6/23/2010,10.62
6/24/2010,10.63
6/25/2010,10.3
6/28/2010,10.03
6/29/2010,9.45
6/30/2010,9.15
7/1/2010,8.98
7/2/2010,9.04
7/5/2010,8.87
7/6/2010,9.76
7/7/2010,10.12
7/8/2010,10.06
7/9/2010,10.29
7/12/2010,10.36
7/13/2010,10.8
7/14/2010,10.84
7/15/2010,10.68
7/16/2010,10.66
7/19/2010,10.99
7/20/2010,11.57
7/21/2010,11.49
7/22/2010,11.85
7/23/2010,11.79
7/26/2010,12.18
7/27/2010,12
7/28/2010,12.16
7/29/2010,12.09
7/30/2010,11.92
8/2/2010,12.22
8/3/2010,11.91
8/4/2010,11.96
